locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_01994	CDS	186				hypothetical protein
SRR29831_01995	CDS	531	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SRR29831_01996	CDS	681				hypothetical protein
SRR29831_01997	CDS	468	ysnF			Stress response protein YsnF
SRR29831_01998	CDS	1353	cca	2.7.7.72		CCA-adding enzyme
SRR29831_01999	CDS	132				hypothetical protein
SRR29831_02000	CDS	306				hypothetical protein
SRR29831_02001	CDS	267				hypothetical protein
SRR29831_02002	CDS	177				hypothetical protein
SRR29831_02003	CDS	471				hypothetical protein
SRR29831_02004	CDS	297				hypothetical protein
SRR29831_02005	CDS	351				hypothetical protein
SRR29831_02006	CDS	1266				hypothetical protein
SRR29831_02007	CDS	252				hypothetical protein
SRR29831_02008	CDS	1131				hypothetical protein
SRR29831_02009	CDS	1434	moaA_7			GTP 3',8-cyclase
SRR29831_02010	CDS	183				hypothetical protein
SRR29831_02011	CDS	1698		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
SRR29831_02012	CDS	309	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
SRR29831_02013	CDS	183				hypothetical protein
SRR29831_02014	CDS	312				hypothetical protein
SRR29831_02015	CDS	228				hypothetical protein
SRR29831_02016	CDS	810	dnaA_1			Chromosomal replication initiator protein DnaA
SRR29831_02017	CDS	606				hypothetical protein
SRR29831_02018	CDS	432	arsM_2	2.1.1.137		Arsenite methyltransferase
SRR29831_02019	CDS	393				hypothetical protein
SRR29831_02020	CDS	651	nanK	2.7.1.60		N-acetylmannosamine kinase
SRR29831_02021	CDS	702				hypothetical protein
SRR29831_02022	CDS	408				hypothetical protein
SRR29831_02023	CDS	1278	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SRR29831_02024	CDS	1248				hypothetical protein
SRR29831_02025	CDS	1431	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
SRR29831_02026	CDS	222				hypothetical protein
SRR29831_02027	CDS	258	ptsH			Phosphocarrier protein HPr
SRR29831_02028	CDS	1194		2.6.1.1		Aspartate aminotransferase
SRR29831_02029	CDS	357	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
SRR29831_02030	CDS	1284				hypothetical protein
SRR29831_02031	CDS	867		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
SRR29831_02032	CDS	261	spoVS		COG2359	Stage V sporulation protein S
SRR29831_02033	CDS	1542	rny_2	3.1.-.-	COG1418	Ribonuclease Y
SRR29831_02034	CDS	1068	recA		COG0468	Protein RecA
SRR29831_02035	CDS	585	pgsA_3	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SRR29831_02036	CDS	1338	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
SRR29831_02037	CDS	2277	spoIIIE		COG1674	DNA translocase SpoIIIE
SRR29831_02038	CDS	696	tepA		COG0740	Translocation-enhancing protein TepA
SRR29831_02039	CDS	1206	lysC_1	2.7.2.4		Aspartokinase
SRR29831_02040	CDS	273				hypothetical protein
SRR29831_02041	CDS	1302		3.4.24.-	COG0612	putative zinc protease
SRR29831_02042	CDS	2109	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
SRR29831_02043	CDS	264	rpsO		COG0184	30S ribosomal protein S15
SRR29831_02044	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
SRR29831_02045	CDS	870	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
SRR29831_02046	CDS	963	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
SRR29831_02047	CDS	363	rbfA			Ribosome-binding factor A
SRR29831_02048	CDS	2067	infB			Translation initiation factor IF-2
SRR29831_02049	CDS	318	rplGA		COG1358	putative ribosomal protein YlxQ
SRR29831_02050	CDS	273				hypothetical protein
SRR29831_02051	CDS	1374	nusA			Transcription termination/antitermination protein NusA
SRR29831_02052	CDS	462	rimP		COG0779	Ribosome maturation factor RimP
SRR29831_02053	CDS	4299	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
SRR29831_02054	CDS	1050	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
SRR29831_02055	CDS	1011				hypothetical protein
SRR29831_02056	CDS	1158	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
SRR29831_02057	CDS	981				Sodium-lithium/proton antiporter
SRR29831_02058	CDS	798				hypothetical protein
SRR29831_02059	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
SRR29831_02060	CDS	555	frr		COG0233	Ribosome-recycling factor
SRR29831_02061	CDS	717	pyrH	2.7.4.22		Uridylate kinase
SRR29831_02062	CDS	924	tsf		COG0264	Elongation factor Ts
SRR29831_02063	CDS	702	rpsB			30S ribosomal protein S2
SRR29831_02064	CDS	777	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
SRR29831_02065	CDS	2103	topA	5.6.2.1		DNA topoisomerase 1
SRR29831_02066	CDS	1086				hypothetical protein
SRR29831_02067	CDS	1524	comM		COG0606	Competence protein ComM
SRR29831_02068	CDS	372				hypothetical protein
SRR29831_02069	CDS	810	rnhB	3.1.26.4	COG0164	Ribonuclease HII
SRR29831_02070	CDS	900	rbgA		COG1161	Ribosome biogenesis GTPase A
SRR29831_02071	CDS	525	sipS	3.4.21.89	COG0681	Signal peptidase I S
SRR29831_02072	CDS	345	rplS		COG0335	50S ribosomal protein L19
SRR29831_02073	CDS	723	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
SRR29831_02074	CDS	495	rimM			Ribosome maturation factor RimM
SRR29831_02075	CDS	228				hypothetical protein
SRR29831_02076	CDS	249	rpsP		COG0228	30S ribosomal protein S16
SRR29831_02077	CDS	1350	ffh		COG0541	Signal recognition particle protein
SRR29831_02078	CDS	321				hypothetical protein
SRR29831_02079	CDS	912	ftsY		COG0552	Signal recognition particle receptor FtsY
SRR29831_02080	CDS	3582	smc_6		COG1196	Chromosome partition protein Smc
SRR29831_02081	CDS	99				hypothetical protein
SRR29831_02082	CDS	1092				hypothetical protein
SRR29831_02083	CDS	705	rnc	3.1.26.3	COG0571	Ribonuclease 3
SRR29831_02084	CDS	234	acpP_1		COG0236	Acyl carrier protein
SRR29831_02085	CDS	1008	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
SRR29831_02086	CDS	183	rpmF		COG0333	50S ribosomal protein L32
SRR29831_02087	CDS	501				hypothetical protein
SRR29831_02088	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
SRR29831_02089	CDS	999	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
SRR29831_02090	CDS	879				hypothetical protein
SRR29831_02091	CDS	246	prdB_1	1.21.4.1		D-proline reductase subunit gamma
SRR29831_02092	CDS	447	prdB_2	1.21.4.1		D-proline reductase subunit gamma
SRR29831_02093	CDS	276				hypothetical protein
SRR29831_02094	CDS	2115	prdA_1	1.21.4.1		D-proline reductase proprotein PrdA
SRR29831_02095	CDS	1119	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
SRR29831_02096	CDS	897				hypothetical protein
SRR29831_02097	CDS	447				hypothetical protein
SRR29831_02098	CDS	501				hypothetical protein
SRR29831_02099	CDS	1446	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
SRR29831_02100	CDS	870				hypothetical protein
SRR29831_02101	CDS	1008		5.1.1.4	COG3938	Proline racemase
SRR29831_02102	CDS	471	prdA_2	1.21.4.1		D-proline reductase proprotein PrdA
SRR29831_02103	CDS	777	prdA_3	1.21.4.1		D-proline reductase proprotein PrdA
SRR29831_02104	CDS	120				hypothetical protein
SRR29831_02105	CDS	246	prdB_3	1.21.4.1		D-proline reductase subunit gamma
SRR29831_02106	CDS	453	prdB_4	1.21.4.1		D-proline reductase subunit gamma
SRR29831_02107	CDS	276				hypothetical protein
SRR29831_02108	CDS	2109	prdA_4	1.21.4.1		D-proline reductase proprotein PrdA
SRR29831_02109	CDS	1119	rsxC_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
SRR29831_02110	CDS	663				hypothetical protein
SRR29831_02111	CDS	1305	rsxC_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
SRR29831_02112	CDS	528				hypothetical protein
SRR29831_02113	CDS	480				hypothetical protein
SRR29831_02114	CDS	429	prdA_5	1.21.4.1		D-proline reductase proprotein PrdA
SRR29831_02115	CDS	1311	rsxC_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
SRR29831_02116	CDS	1755	norR_4			Anaerobic nitric oxide reductase transcription regulator NorR
SRR29831_02117	CDS	1230	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
SRR29831_02118	CDS	1167	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
SRR29831_02119	CDS	525			COG3599	putative protein
SRR29831_02120	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
SRR29831_02121	CDS	558	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
SRR29831_02122	CDS	2040	recG	3.6.4.12		ATP-dependent DNA helicase RecG
SRR29831_02123	CDS	1626				putative protein
SRR29831_02124	CDS	351				putative protein
SRR29831_02125	CDS	192	rpmB		COG0227	50S ribosomal protein L28
SRR29831_02126	CDS	156				hypothetical protein
SRR29831_02127	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
SRR29831_02128	CDS	651	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
SRR29831_02129	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
SRR29831_02130	CDS	1911	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
SRR29831_02131	CDS	750	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
SRR29831_02132	CDS	1029	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
SRR29831_02133	CDS	1329	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
SRR29831_02134	CDS	717				hypothetical protein
SRR29831_02135	CDS	942	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
SRR29831_02136	CDS	444	def1	3.5.1.88		Peptide deformylase 1
SRR29831_02137	CDS	2208	priA	3.6.4.-	COG1198	Primosomal protein N'
SRR29831_02138	CDS	1188	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
SRR29831_02139	CDS	219	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
SRR29831_02140	CDS	630	gmk	2.7.4.8	COG0194	Guanylate kinase
SRR29831_02141	CDS	276	remA		COG2052	Extracellular matrix regulatory protein A
SRR29831_02142	CDS	879				hypothetical protein
SRR29831_02143	CDS	1002	ansA	3.5.1.1	COG0252	L-asparaginase
SRR29831_02144	CDS	1482	spoIVA	3.6.1.3		Stage IV sporulation protein A
SRR29831_02145	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
SRR29831_02146	CDS	1320	der		COG1160	GTPase Der
SRR29831_02147	CDS	1335				hypothetical protein
SRR29831_02148	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
SRR29831_02149	CDS	750	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
SRR29831_02150	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
SRR29831_02151	CDS	924	pstC_1		COG0573	Phosphate transport system permease protein PstC
SRR29831_02152	CDS	873	pstS1		COG0226	Phosphate-binding protein PstS 1
SRR29831_02153	CDS	1710	resE	2.7.13.3		Sensor histidine kinase ResE
SRR29831_02154	CDS	699	walR_11		COG0745	Transcriptional regulatory protein WalR
SRR29831_02155	CDS	729				hypothetical protein
SRR29831_02156	CDS	420	nrdR		COG1327	Transcriptional repressor NrdR
SRR29831_02157	CDS	264	ylmC		COG1873	putative sporulation protein YlmC
SRR29831_02158	CDS	774	sigG		COG1191	RNA polymerase sigma-G factor
SRR29831_02159	CDS	708	sigE		COG1191	RNA polymerase sigma-E factor
SRR29831_02160	CDS	795				hypothetical protein
SRR29831_02161	CDS	1110	ftsZ		COG0206	Cell division protein FtsZ
SRR29831_02162	CDS	1254	ftsA_2		COG0849	Cell division protein FtsA
SRR29831_02163	CDS	1275		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
SRR29831_02164	CDS	144				hypothetical protein
SRR29831_02165	CDS	1053	pilT		COG2805	Twitching mobility protein
SRR29831_02166	CDS	777	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
SRR29831_02167	CDS	705	sigK			RNA polymerase sigma-28 factor
SRR29831_02168	CDS	1671	spoVD_2		COG0768	Stage V sporulation protein D
SRR29831_02169	CDS	621	udk_1	2.7.1.48		Uridine kinase
SRR29831_02170	CDS	1227				hypothetical protein
SRR29831_02171	CDS	657	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
SRR29831_02172	CDS	1032	mltG	4.2.2.-		Endolytic murein transglycosylase
SRR29831_02173	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
SRR29831_02174	CDS	1710	rnjA_2	3.1.-.-	COG0595	Ribonuclease J1
SRR29831_02175	CDS	453	fur_1		COG0735	Ferric uptake regulation protein
SRR29831_02176	CDS	255				hypothetical protein
SRR29831_02177	CDS	414	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
SRR29831_02178	CDS	252				hypothetical protein
SRR29831_02179	CDS	2640	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
SRR29831_02180	CDS	1029				hypothetical protein
SRR29831_02181	CDS	489				hypothetical protein
SRR29831_02182	CDS	429	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
SRR29831_02183	CDS	1194	iscS_2	2.8.1.7		Cysteine desulfurase IscS
SRR29831_02184	CDS	447	cymR_2			HTH-type transcriptional regulator CymR
SRR29831_02185	CDS	1248			COG2256	putative AAA domain-containing protein
SRR29831_02186	CDS	768	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
SRR29831_02187	CDS	909				hypothetical protein
SRR29831_02188	CDS	867				DegV domain-containing protein
SRR29831_02189	CDS	585				hypothetical protein
SRR29831_02190	CDS	990	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
SRR29831_02191	CDS	1368	alsT_5		COG1115	Amino-acid carrier protein AlsT
SRR29831_02192	CDS	1335	alsT_6		COG1115	Amino-acid carrier protein AlsT
SRR29831_02193	CDS	651				hypothetical protein
SRR29831_02194	CDS	477				hypothetical protein
SRR29831_02195	CDS	3762	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
SRR29831_02196	CDS	1002	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
SRR29831_02197	CDS	945	arcC2	2.7.2.2		Carbamate kinase 2
SRR29831_02198	CDS	1242	glyA	2.1.2.1		Serine hydroxymethyltransferase
SRR29831_02199	CDS	771	yjjP_2		COG2966	Inner membrane protein YjjP
SRR29831_02200	CDS	477				hypothetical protein
SRR29831_02201	CDS	270	csoR_2		COG1937	Copper-sensing transcriptional repressor CsoR
SRR29831_02202	CDS	825	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
SRR29831_02203	CDS	477				hypothetical protein
SRR29831_02204	CDS	4866	nadD_1	2.7.7.18		nicotinate-nucleotide adenylyltransferase
SRR29831_02205	CDS	1224	ldh_2	1.1.1.27		L-lactate dehydrogenase
SRR29831_02206	CDS	1062				hypothetical protein
SRR29831_02207	CDS	675	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
SRR29831_02208	CDS	1536	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
SRR29831_02209	CDS	936	corA_1		COG0598	Cobalt/magnesium transport protein CorA
SRR29831_02210	CDS	555	yqgN		COG0212	putative protein YqgN
SRR29831_02211	CDS	924	hprK	2.7.11.-		HPr kinase/phosphorylase
SRR29831_02212	CDS	189				hypothetical protein
SRR29831_02213	CDS	729	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
SRR29831_02214	CDS	720	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
SRR29831_02215	CDS	1146	lutB			Lactate utilization protein B
SRR29831_02216	CDS	999	thiK	2.7.1.89		Thiamine kinase
SRR29831_02217	CDS	702	fbiD	2.7.7.68		Phosphoenolpyruvate guanylyltransferase
SRR29831_02218	CDS	675				hypothetical protein
SRR29831_02219	CDS	975	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
SRR29831_02220	CDS	174				hypothetical protein
SRR29831_02221	CDS	396				hypothetical protein
SRR29831_02222	CDS	1170	fprA1_1	1.6.3.4	COG0426	Flavo-diiron protein FprA1
SRR29831_02223	CDS	507	niaX			Niacin transporter NiaX
SRR29831_02224	CDS	93				hypothetical protein
SRR29831_02225	CDS	291				hypothetical protein
SRR29831_02226	CDS	864	rihA	3.2.-.-		Pyrimidine-specific ribonucleoside hydrolase RihA
SRR29831_02227	CDS	537	def_3	3.5.1.88		Peptide deformylase
SRR29831_02228	CDS	651	ntpD			V-type sodium ATPase subunit D
SRR29831_02229	CDS	1386	ntpB			V-type sodium ATPase subunit B
SRR29831_02230	CDS	1779	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
SRR29831_02231	CDS	318	ntpG			V-type sodium ATPase subunit G
SRR29831_02232	CDS	1002	ntpC			V-type sodium ATPase subunit C
SRR29831_02233	CDS	600	atpE_1			V-type proton ATPase subunit E
SRR29831_02234	CDS	489	ntpK			V-type sodium ATPase subunit K
SRR29831_02235	CDS	1959				hypothetical protein
SRR29831_02236	CDS	327				hypothetical protein
SRR29831_02237	CDS	1680	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
SRR29831_02238	CDS	576				hypothetical protein
SRR29831_02239	CDS	720				hypothetical protein
SRR29831_02240	CDS	1200				hypothetical protein
SRR29831_02241	CDS	2547	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
SRR29831_02242	CDS	1644		3.6.1.1		Cobalt-dependent inorganic pyrophosphatase
SRR29831_02243	CDS	576				hypothetical protein
SRR29831_02244	CDS	792	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
SRR29831_02245	CDS	768	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
SRR29831_02246	CDS	117				hypothetical protein
SRR29831_02247	CDS	558				hypothetical protein
SRR29831_02248	CDS	729	sigD		COG1191	RNA polymerase sigma-D factor
SRR29831_02249	CDS	660				hypothetical protein
SRR29831_02250	CDS	861	ylxH		COG0455	Flagellum site-determining protein YlxH
SRR29831_02251	CDS	1227	flhF		COG1419	Flagellar biosynthesis protein FlhF
SRR29831_02252	CDS	2067	flhA		COG1298	Flagellar biosynthesis protein FlhA
SRR29831_02253	CDS	1830				hypothetical protein
SRR29831_02254	CDS	270				hypothetical protein
SRR29831_02255	CDS	777	fliP		COG1338	Flagellar biosynthetic protein FliP
SRR29831_02256	CDS	408				hypothetical protein
SRR29831_02257	CDS	522				hypothetical protein
SRR29831_02258	CDS	756	motB		COG1360	Motility protein B
SRR29831_02259	CDS	813	pomA_2		COG1291	Chemotaxis protein PomA
SRR29831_02260	CDS	210				hypothetical protein
SRR29831_02261	CDS	1017	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
SRR29831_02262	CDS	420				hypothetical protein
SRR29831_02263	CDS	798				hypothetical protein
SRR29831_02264	CDS	1389				hypothetical protein
SRR29831_02265	CDS	438				hypothetical protein
SRR29831_02266	CDS	1317	yscN	7.1.2.2		putative ATP synthase YscN
SRR29831_02267	CDS	777				hypothetical protein
SRR29831_02268	CDS	1014	fliG		COG1536	Flagellar motor switch protein FliG
SRR29831_02269	CDS	1581				hypothetical protein
SRR29831_02270	CDS	315	fliE			Flagellar hook-basal body complex protein FliE
SRR29831_02271	CDS	462	flgC		COG1558	Flagellar basal-body rod protein FlgC
SRR29831_02272	CDS	402	flgB		COG1815	Flagellar basal body rod protein FlgB
SRR29831_02273	CDS	855	hag_1		COG1344	Flagellin
SRR29831_02274	CDS	369				hypothetical protein
SRR29831_02275	CDS	1323	argH	4.3.2.1	COG0165	Argininosuccinate lyase
SRR29831_02276	CDS	1386	argG	6.3.4.5	COG0137	Argininosuccinate synthase
SRR29831_02277	CDS	339				hypothetical protein
SRR29831_02278	CDS	345				hypothetical protein
SRR29831_02279	CDS	1431	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
SRR29831_02280	CDS	888				hypothetical protein
SRR29831_02281	CDS	186				hypothetical protein
SRR29831_02282	CDS	801				hypothetical protein
SRR29831_02283	CDS	450				hypothetical protein
SRR29831_02284	CDS	573	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
SRR29831_02285	CDS	297				hypothetical protein
SRR29831_02286	CDS	705	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
SRR29831_02287	CDS	1113				hypothetical protein
SRR29831_02288	CDS	1446				hypothetical protein
SRR29831_02289	CDS	1170				hypothetical protein
SRR29831_02290	CDS	1020	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
SRR29831_02291	CDS	1020	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
SRR29831_02292	CDS	777	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
SRR29831_02293	CDS	843	hldD_2	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
SRR29831_02294	CDS	621	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
SRR29831_02295	CDS	1866	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
SRR29831_02296	CDS	714	ywqD_1	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
SRR29831_02297	CDS	528	ywqE_1	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
SRR29831_02298	CDS	327	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
SRR29831_02299	CDS	768	ywqE_2	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
SRR29831_02300	CDS	678	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
SRR29831_02301	CDS	963	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
SRR29831_02302	CDS	177	yjfB			putative protein YjfB
SRR29831_02303	CDS	174				hypothetical protein
SRR29831_02304	CDS	168				hypothetical protein
SRR29831_02305	CDS	849	yfmS_2		COG0840	Putative sensory transducer protein YfmS
SRR29831_02306	CDS	822	hag_2		COG1344	Flagellin
SRR29831_02307	CDS	495				hypothetical protein
SRR29831_02308	CDS	246				hypothetical protein
SRR29831_02309	CDS	351				hypothetical protein
SRR29831_02310	CDS	1488				hypothetical protein
SRR29831_02311	CDS	1056	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
SRR29831_02312	CDS	867	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
SRR29831_02313	CDS	708	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
SRR29831_02314	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
SRR29831_02315	CDS	2139				hypothetical protein
SRR29831_02316	CDS	750	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
SRR29831_02317	CDS	444				hypothetical protein
SRR29831_02318	CDS	966				putative protein
SRR29831_02319	CDS	966				putative protein
SRR29831_02320	CDS	702				putative protein
SRR29831_02321	CDS	1074	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
SRR29831_02322	CDS	2241				hypothetical protein
SRR29831_02323	CDS	1020	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
SRR29831_02324	CDS	1053	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
SRR29831_02325	CDS	450				hypothetical protein
SRR29831_02326	CDS	735	kdsB	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
SRR29831_02327	CDS	1005		5.1.3.2	COG1088	UDP-glucose 4-epimerase
SRR29831_02328	CDS	1026	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
SRR29831_02329	CDS	336				hypothetical protein
SRR29831_02330	CDS	96				hypothetical protein
SRR29831_02331	CDS	1245				hypothetical protein
SRR29831_02332	CDS	369				hypothetical protein
SRR29831_02333	CDS	1791				hypothetical protein
SRR29831_02334	CDS	819	hag_3		COG1344	Flagellin
SRR29831_02335	CDS	819	hag_4		COG1344	Flagellin
SRR29831_02336	CDS	336				hypothetical protein
SRR29831_02337	CDS	1665	fliD		COG1345	Flagellar hook-associated protein 2
SRR29831_02338	CDS	387	fliS		COG1516	Flagellar secretion chaperone FliS
SRR29831_02339	CDS	300				hypothetical protein
SRR29831_02340	CDS	357	yvyC		COG1334	putative protein YvyC
SRR29831_02341	CDS	219	csrA		COG1551	Translational regulator CsrA
SRR29831_02342	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
SRR29831_02343	CDS	990	hag_5		COG1344	Flagellin
SRR29831_02344	CDS	1869				hypothetical protein
SRR29831_02345	CDS	405				hypothetical protein
SRR29831_02346	CDS	282				hypothetical protein
SRR29831_02347	CDS	1161				hypothetical protein
SRR29831_02348	CDS	996	fliM		COG1868	Flagellar motor switch protein FliM
SRR29831_02349	CDS	396	cheW_1		COG0835	Chemotaxis protein CheW
SRR29831_02350	CDS	360	cheY_2		COG0784	Chemotaxis protein CheY
SRR29831_02351	CDS	600	cheC	3.-.-.-	COG1776	CheY-P phosphatase CheC
SRR29831_02352	CDS	2076	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
SRR29831_02353	CDS	771	cheR	2.1.1.80		Chemotaxis protein methyltransferase
SRR29831_02354	CDS	1065	cheB_4	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
SRR29831_02355	CDS	489	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
SRR29831_02356	CDS	447	cheW_2		COG0835	Chemotaxis protein CheW
SRR29831_02357	CDS	2034				hypothetical protein
SRR29831_02358	CDS	1956	gamP		COG2190	Putative PTS system glucosamine-specific EIICBA component
SRR29831_02359	CDS	828	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
SRR29831_02360	CDS	834	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
SRR29831_02361	CDS	642	serB1_2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
SRR29831_02362	CDS	402				hypothetical protein
SRR29831_02363	CDS	108				hypothetical protein
SRR29831_02364	CDS	3579		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
SRR29831_02365	CDS	1065	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
SRR29831_02366	CDS	165				hypothetical protein
SRR29831_02367	CDS	2109	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
